UserID,Name,Age,Gender,Profession,Yearly Income,Property Owner,Physical Activity,Gaming Devices,Video Game Genre,Gaming Motivation,Hours Played Daily,Monthly Gaming Purchases,Hours Sleep Daily,Mental Wellness Score,Importance Score,Productivity Loss,Satisfaction,Self Control,Addiction Level
10832,Robert Reilly,34,Male,Teacher,"$52,686 ",No,Yes,Tablet,FPS,Habit,10,101,9,44,41,39,40,87,61
10833,Maria Nelson,27,Female,Designer,"$69,734 ",No,No,Xbox,Survival,Relaxation,11,55,8,59,48,97,71,42,78
10834,Ryan Gomez,23,Male,Lawyer,"$133,035 ",No,Yes,PlayStation,MOBA,Competition,10,654,7,27,27,18,96,18,96
10835,Edward Campos,25,Male,Doctor,"$55,970 ",Yes,Yes,Nintendo,MMORPG,Escapism,1,175,10,70,50,87,29,7,56
10836,Edward Kirby,29,Other,Designer,"$177,584 ",No,No,Nintendo,Racing,Relaxation,8,516,6,56,23,68,82,94,28
10837,Lindsay Roberts,21,Female,Nurse,"$151,647 ",No,No,PC,Strategy,Challenge,7,692,7,56,64,59,71,34,78
10838,Gabriel Harrison,32,Male,Designer,"$103,601 ",Yes,No,Cell Phone,Strategy,Loneliness,11,738,4,24,47,84,96,83,10
10839,Robert Spence,23,Male,Student,"$116,294 ",Yes,No,Tablet,Sports,Competition,4,228,5,2,85,25,1,1,60
10840,Kara Jackson,19,Female,Artist,"$191,020 ",No,Yes,PC,Fighting,Relaxation,7,714,4,19,33,57,13,5,22
10841,Mark Parrish,27,Male,Lawyer,"$90,359 ",Yes,No,Nintendo,Fighting,Loneliness,3,916,10,51,3,46,5,91,28
10842,Brittany Rogers,23,Female,Developer,"$123,601 ",No,Yes,PC,Horror,Competition,9,456,10,93,76,96,10,53,12
10843,David Thomas,28,Other,Designer,"$20,263 ",Yes,No,Cell Phone,Survival,Social Interaction,7,383,8,37,60,2,79,22,54
10844,John Rodriguez,18,Other,Designer,"$133,711 ",No,Yes,Nintendo,Racing,Boredom,8,103,7,75,8,6,80,79,24
10845,Courtney Perry,27,Other,Designer,"$38,073 ",No,Yes,Cell Phone,Horror,Competition,4,303,8,14,20,78,5,24,99
10846,Courtney Gray,21,Other,Other,"$180,624 ",Yes,Yes,Xbox,Horror,Relaxation,2,430,6,91,52,9,22,38,67
10847,Zachary Davis,23,Male,Teacher,"$66,867 ",Yes,Yes,Xbox,MMORPG,Escapism,10,661,5,3,96,99,77,7,81
10848,Julie Middleton,26,Other,Other,"$42,545 ",Yes,Yes,Tablet,FPS,Loneliness,9,981,10,47,78,4,73,16,62
10849,Marcus Wilson,27,Male,Developer,"$150,369 ",Yes,Yes,Cell Phone,Strategy,Competition,2,662,9,87,55,26,69,47,86
10850,Darren Yang,30,Other,Nurse,"$198,198 ",Yes,No,Cell Phone,Fighting,Stress Relief,5,701,10,47,99,65,66,23,85
10851,Lauren Wilson,21,Female,Student,"$98,688 ",Yes,Yes,Tablet,RPG,Escapism,10,561,4,86,19,98,1,84,20
10852,Michael Johnson,34,Male,Manager,"$104,534 ",Yes,Yes,Nintendo,Fighting,Relaxation,7,729,7,9,18,36,9,37,47
10853,Marc Miller,34,Other,Teacher,"$173,056 ",No,Yes,Cell Phone,Horror,Competition,3,209,8,42,67,66,26,65,78
10854,Rhonda Briggs,18,Female,Developer,"$38,883 ",No,No,PC,RPG,Loneliness,10,196,10,12,86,11,10,61,64
10855,Rebecca Sosa,23,Female,Teacher,"$44,400 ",No,Yes,Xbox,Sports,Relaxation,7,613,8,55,89,4,88,31,4
10856,Justin Black,18,Male,Manager,"$82,245 ",Yes,No,Cell Phone,Racing,Habit,11,107,10,65,42,85,98,86,80
10857,Michael Douglas,33,Male,Manager,"$38,634 ",No,Yes,Nintendo,Strategy,Loneliness,10,561,5,88,41,62,31,29,98
10858,Andrew Mann,33,Other,Doctor,"$91,353 ",No,Yes,PC,Survival,Escapism,11,370,4,30,35,82,15,80,4
10859,Sheilla Andrews,29,Female,Teacher,"$161,769 ",Yes,No,Nintendo,Racing,Escapism,9,911,11,47,70,44,30,70,50
10860,Christopher Porter,33,Male,Writer,"$144,688 ",Yes,Yes,PlayStation,Survival,Competition,3,692,5,54,53,36,70,94,90
10861,Troy Sullivan,29,Male,Developer,"$154,877 ",No,Yes,Cell Phone,FPS,Competition,7,511,5,74,96,69,17,73,89
10862,Christina Murphy,18,Other,Designer,"$89,524 ",Yes,Yes,Nintendo,Fighting,Competition,10,956,5,10,52,74,84,32,91
10863,Robert Sanford,19,Male,Engineer,"$50,684 ",Yes,Yes,PC,Strategy,Challenge,5,496,6,25,26,72,66,5,59
10864,Zachary Armstrong,25,Male,Doctor,"$116,119 ",No,Yes,Cell Phone,MMORPG,Stress Relief,4,917,10,6,44,50,3,92,99
10865,Lisa Fuller,25,Other,Engineer,"$88,849 ",Yes,Yes,Nintendo,FPS,Competition,3,327,9,61,30,43,49,50,75
10866,Michelle Jones,29,Female,Other,"$92,776 ",Yes,No,PC,Fighting,Stress Relief,7,347,10,17,19,22,93,84,84
10867,Alexandra Bonilla,21,Female,Artist,"$63,566 ",No,No,PlayStation,Survival,Relaxation,10,545,10,65,67,49,72,88,6
10868,Dustin Cowan,19,Male,Nurse,"$108,110 ",No,Yes,PlayStation,MOBA,Habit,9,708,10,5,33,65,72,47,33
10869,Stephanie Bates,25,Female,Nurse,"$124,678 ",No,Yes,PC,Fighting,Stress Relief,2,22,11,17,4,27,65,13,46
10870,Jeremy Summers,25,Male,Nurse,"$119,592 ",Yes,Yes,Tablet,Fighting,Entertainment,2,256,10,77,46,63,83,58,87
10871,Melissa Edwards,26,Other,Writer,"$56,868 ",Yes,Yes,Cell Phone,FPS,Entertainment,8,878,4,86,51,43,61,1,25
10872,Stacy Williams,33,Female,Engineer,"$180,911 ",Yes,No,Tablet,FPS,Social Interaction,5,641,8,62,58,59,37,17,19
10873,Derrick Young,25,Other,Other,"$186,828 ",Yes,Yes,PlayStation,RPG,Competition,5,967,5,34,64,4,83,61,63
10874,Becky Washington,27,Female,Engineer,$131 ,No,Yes,PlayStation,Fighting,Loneliness,7,209,10,92,38,8,64,92,14
10875,Thomas Robinson,26,Other,Designer,"$17,996 ",No,Yes,Cell Phone,Fighting,Stress Relief,11,801,11,21,93,69,35,65,87
10876,Michelle Strickland,27,Female,Teacher,"$163,196 ",Yes,Yes,Cell Phone,Horror,Entertainment,3,58,9,52,48,86,64,94,7
10877,Hannah Stanley,21,Female,Artist,"$87,859 ",No,Yes,Xbox,Fighting,Habit,7,33,7,10,88,83,60,1,42
10878,Calvin Heath,23,Male,Doctor,"$156,701 ",Yes,Yes,Tablet,Horror,Social Interaction,5,677,4,83,19,60,49,69,11
10879,Nathan Knox,29,Male,Nurse,"$198,876 ",Yes,Yes,Cell Phone,RPG,Loneliness,9,317,7,43,94,33,32,26,18
10880,Oscar Jordan,20,Other,Teacher,"$149,969 ",No,Yes,Nintendo,MMORPG,Loneliness,7,899,10,8,51,16,91,54,8
10881,Larry Warren,25,Other,Nurse,"$119,438 ",No,Yes,PC,Strategy,Stress Relief,7,868,10,55,40,33,16,10,42
10882,Jeffrey Middleton,34,Male,Designer,"$41,424 ",No,Yes,Tablet,FPS,Entertainment,10,34,8,59,10,8,62,24,37
10883,Joel Lara,28,Male,Other,"$93,483 ",No,No,PC,FPS,Competition,5,951,9,74,1,92,63,46,33
10884,Rachel Thompson,23,Other,Designer,"$46,796 ",Yes,No,Cell Phone,Survival,Competition,7,401,4,27,51,45,7,74,44
10885,Timothy Smith,32,Other,Other,"$5,550 ",Yes,Yes,Tablet,Fighting,Stress Relief,11,371,4,87,98,78,36,37,26
10886,Melanie Martinez,27,Other,Manager,"$10,382 ",No,Yes,PC,Strategy,Habit,9,405,4,78,37,80,91,1,79
10887,Eric Howard,20,Male,Designer,"$111,924 ",Yes,No,Tablet,Strategy,Loneliness,5,199,10,93,80,38,57,17,69
10888,Emily Patterson,21,Female,Manager,"$133,206 ",Yes,Yes,Xbox,MMORPG,Social Interaction,7,239,6,70,85,1,11,46,54
10889,Bryan Anderson,32,Male,Student,"$65,907 ",Yes,No,Nintendo,Survival,Escapism,9,648,9,73,76,77,56,83,31
10890,Rick Jackson,31,Male,Lawyer,"$50,431 ",Yes,Yes,PlayStation,Racing,Boredom,6,111,6,37,33,13,88,68,3
10891,Stephanie Phillips,29,Female,Manager,"$156,320 ",Yes,No,PC,FPS,Escapism,10,230,8,20,58,48,81,77,92
10892,Ronnie Jordan,34,Other,Developer,"$67,102 ",No,Yes,Xbox,Sports,Social Interaction,7,207,9,30,16,31,23,64,21
10893,James Howard,22,Male,Student,"$115,500 ",Yes,No,PC,Survival,Escapism,5,577,11,8,99,92,61,70,58
10894,Karen Medina,26,Female,Other,"$93,914 ",No,Yes,Nintendo,Racing,Social Interaction,2,778,4,10,38,99,44,93,60
10895,Eric Ford,27,Male,Lawyer,"$39,089 ",Yes,Yes,PlayStation,MOBA,Social Interaction,7,636,6,99,20,58,79,63,51
10896,Ethan Thornton,21,Male,Doctor,"$129,518 ",Yes,No,Cell Phone,MMORPG,Relaxation,7,541,7,32,70,33,23,7,35
10897,Adam Turner,29,Male,Student,"$88,547 ",No,Yes,Nintendo,MOBA,Challenge,9,313,9,58,95,21,28,90,58
10898,Patricia Williams,23,Female,Writer,"$111,753 ",Yes,No,Tablet,Horror,Social Interaction,7,674,4,93,70,41,41,94,40
10900,Steven Barrett,33,Other,Student,"$77,804 ",No,Yes,Tablet,Racing,Relaxation,8,985,6,11,9,24,12,82,73
10901,Carl White,18,Other,Other,"$187,268 ",Yes,No,Cell Phone,MOBA,Habit,1,834,9,82,60,10,52,35,92
10902,Anthony Jones,30,Male,Manager,"$142,277 ",No,Yes,Xbox,MMORPG,Entertainment,1,86,11,32,93,22,21,59,14
10903,Craig Rogers,30,Male,Developer,"$171,116 ",Yes,No,Tablet,MMORPG,Competition,3,218,8,29,37,82,57,51,63
10904,Cathy Schmidt,31,Female,Manager,"$126,277 ",Yes,Yes,Cell Phone,MOBA,Habit,4,961,4,33,62,10,99,51,20
10905,Roger Richardson,24,Male,Lawyer,"$36,316 ",Yes,Yes,Nintendo,RPG,Loneliness,2,241,10,72,79,24,43,99,7
10906,Jose Bell,33,Male,Manager,"$48,785 ",Yes,No,PC,RPG,Entertainment,2,190,9,46,96,7,21,58,92
10907,William Pitts,34,Other,Doctor,"$194,843 ",Yes,Yes,PC,MOBA,Relaxation,1,776,9,56,85,35,41,2,7
10908,Jeremy Pacheco,28,Male,Designer,"$44,782 ",Yes,Yes,PlayStation,FPS,Escapism,1,724,9,51,49,2,91,44,20
10909,Darren Fields,23,Other,Student,"$78,744 ",No,Yes,Xbox,MOBA,Escapism,10,490,5,60,8,28,49,25,10
10910,Crystal Brooks,20,Female,Developer,"$50,649 ",No,No,Nintendo,RPG,Social Interaction,11,407,9,34,89,85,9,85,21
10911,Sarah Miller,21,Female,Engineer,"$85,495 ",No,Yes,Cell Phone,Racing,Entertainment,11,961,10,14,86,69,3,40,84
10912,Rebecca Pena,28,Female,Teacher,"$196,411 ",Yes,No,Nintendo,Sports,Entertainment,9,303,7,59,82,52,92,52,22
10913,William Smith,21,Male,Manager,"$87,851 ",Yes,Yes,Tablet,MMORPG,Challenge,3,82,7,72,12,74,6,18,49
10914,Jennifer Edwards,34,Female,Teacher,"$49,482 ",No,Yes,Xbox,MMORPG,Boredom,8,226,8,32,93,60,55,37,64
10915,Chelsea Davis,19,Female,Lawyer,"$137,769 ",Yes,No,PC,FPS,Entertainment,1,635,5,38,15,84,86,83,97
10916,Christine Stewart,30,Male,Writer,"$144,477 ",No,No,Tablet,RPG,Stress Relief,10,839,11,84,55,40,35,54,14
10917,Paul Henson,25,Male,Engineer,"$158,633 ",No,No,Nintendo,MOBA,Habit,3,273,8,69,11,60,61,28,14
10918,Karen Chaney,18,Female,Student,"$127,463 ",Yes,No,PC,FPS,Challenge,9,111,11,76,77,55,22,65,94
10919,Gary Parsons,34,Male,Other,"$44,720 ",Yes,No,PC,Racing,Competition,8,919,10,23,12,16,99,61,18
10920,David Brooks,32,Other,Manager,"$44,219 ",Yes,No,Xbox,RPG,Loneliness,5,291,11,54,22,52,36,74,39
10921,Cynthia Andrews,18,Female,Doctor,"$175,312 ",Yes,Yes,Tablet,Racing,Loneliness,3,215,9,72,6,39,1,16,33
10922,William Oconnor,22,Other,Doctor,"$5,296 ",No,Yes,Xbox,Sports,Stress Relief,4,479,11,61,62,2,28,21,6
10923,Randall Roman,26,Male,Manager,"$63,791 ",No,No,Tablet,Horror,Escapism,6,215,4,43,4,23,42,38,6
10924,Leah Bean,23,Other,Writer,"$132,385 ",Yes,Yes,Xbox,FPS,Boredom,9,754,4,54,84,97,17,91,56
10925,Karen Wells,24,Female,Teacher,"$48,343 ",Yes,Yes,PC,Strategy,Habit,7,103,7,66,84,52,74,52,26
10926,Tyler Thompson,24,Male,Developer,"$23,506 ",No,Yes,PC,RPG,Escapism,9,259,10,12,4,87,48,36,7
10927,Patrick Hall,32,Male,Writer,"$194,764 ",Yes,Yes,Nintendo,RPG,Habit,7,651,5,74,23,53,9,41,75
10928,Valerie Burton,23,Female,Manager,"$121,735 ",Yes,No,Cell Phone,Racing,Social Interaction,11,59,9,50,92,17,46,83,34
10929,Erica Edwards,24,Female,Designer,"$47,365 ",No,Yes,Xbox,Sports,Escapism,9,311,6,25,86,81,31,9,45
10930,Lance Gonzales,26,Male,Lawyer,"$23,299 ",Yes,No,Cell Phone,Sports,Escapism,9,496,4,24,41,87,61,7,83
10931,Kayla Figueroa,26,Female,Teacher,"$73,286 ",Yes,Yes,Nintendo,Horror,Stress Relief,4,610,7,85,88,3,73,41,88
10932,Jonathan Long,34,Other,Teacher,"$141,608 ",No,No,Tablet,Survival,Challenge,5,125,7,80,60,23,73,91,49
10933,Cindy Page,23,Female,Manager,"$63,382 ",No,Yes,Tablet,Horror,Entertainment,9,707,6,31,84,46,85,99,60
10934,Nicholas Tran,25,Other,Other,"$52,508 ",Yes,Yes,PlayStation,Sports,Competition,7,881,8,46,32,49,99,72,48
10935,Johnny Harris,28,Male,Student,"$42,260 ",Yes,Yes,PlayStation,Strategy,Challenge,2,472,6,50,23,47,88,63,97
10936,Anthony Summers,32,Other,Other,"$80,701 ",Yes,No,Tablet,Survival,Stress Relief,11,788,6,97,83,12,45,7,70
10937,Kimberly Dalton,33,Female,Doctor,"$105,357 ",Yes,Yes,Tablet,Racing,Escapism,7,229,10,89,59,77,99,30,33
10938,Daniel Turner,24,Other,Artist,"$181,124 ",Yes,Yes,Tablet,RPG,Escapism,11,73,7,14,6,11,73,35,69
10939,Kathy Vega,21,Other,Student,"$42,188 ",No,No,Tablet,FPS,Entertainment,9,349,11,93,52,2,23,48,94
10941,Matthew Schneider,34,Male,Writer,"$186,218 ",No,Yes,PlayStation,Strategy,Social Interaction,5,400,4,81,8,7,15,76,71
10942,Heather Leblanc,34,Other,Doctor,"$123,313 ",No,Yes,Cell Phone,FPS,Loneliness,10,328,7,34,63,8,39,20,53
10943,Steven Goodman,27,Male,Student,"$34,894 ",No,No,PlayStation,MOBA,Stress Relief,7,177,7,74,64,83,70,90,18
10944,Shannon Beasley,31,Female,Doctor,"$54,766 ",No,No,Tablet,Strategy,Stress Relief,5,140,9,98,57,33,19,27,23
10945,Ann Day,25,Female,Lawyer,"$185,212 ",Yes,Yes,PlayStation,MOBA,Escapism,9,608,8,38,62,36,92,88,90
10946,Jose Morgan,34,Other,Designer,"$63,153 ",Yes,No,PC,MOBA,Entertainment,10,748,6,54,93,62,21,31,8
10947,Jason Smith,31,Male,Lawyer,"$175,609 ",No,Yes,PC,Racing,Competition,1,203,9,28,85,45,12,97,63
10948,Steven Graham,31,Female,Writer,"$134,668 ",Yes,Yes,PC,Sports,Habit,6,604,6,76,3,54,75,48,19
10949,Sherri Munoz,26,Other,Doctor,"$73,629 ",No,Yes,Cell Phone,Racing,Stress Relief,7,774,9,32,23,41,91,19,76
10950,Phyllis Vaughan,20,Other,Doctor,"$165,882 ",No,No,PC,MOBA,Challenge,1,30,6,29,76,64,11,80,39
10952,Tiffany Gomez,31,Female,Nurse,"$149,725 ",Yes,Yes,PlayStation,MOBA,Entertainment,6,507,8,8,37,98,18,5,38
10953,Belinda Dillon,19,Other,Artist,"$42,094 ",No,No,Cell Phone,Sports,Loneliness,7,551,6,87,59,23,52,21,44
10954,Antonio Levine,29,Other,Manager,"$99,940 ",No,Yes,Tablet,Horror,Escapism,5,691,4,44,33,17,63,26,99
10955,Jessica Martinez,29,Female,Nurse,"$32,012 ",Yes,Yes,Tablet,RPG,Challenge,1,169,9,82,1,68,97,19,45
10956,Austin Buck,20,Male,Teacher,"$151,064 ",Yes,Yes,Tablet,MOBA,Social Interaction,2,676,10,55,99,92,52,36,59
10957,Michelle White,30,Female,Developer,"$81,223 ",No,Yes,PC,Racing,Social Interaction,4,696,9,17,22,4,27,31,61
10958,Phillip Perez,27,Other,Other,"$37,231 ",No,Yes,Tablet,Fighting,Boredom,1,751,6,33,54,24,61,8,73
10959,Michael Harris,30,Male,Other,"$155,441 ",No,No,PlayStation,Sports,Stress Relief,9,38,4,6,51,60,67,59,58
10960,Sarah Griffin,30,Female,Designer,"$168,960 ",Yes,Yes,Xbox,Strategy,Loneliness,11,899,7,23,56,11,70,60,34
10961,Michael Meyer,29,Other,Other,"$12,810 ",Yes,Yes,Cell Phone,Racing,Boredom,2,318,11,19,61,41,45,24,97
10962,Juan Wells,23,Male,Designer,"$27,551 ",No,No,Cell Phone,RPG,Competition,2,301,9,85,70,85,9,42,62
10963,James Ward,23,Other,Student,"$157,163 ",No,Yes,Nintendo,Strategy,Social Interaction,5,427,11,67,12,17,86,8,22
10964,Katelyn Johnson,28,Female,Designer,"$2,033 ",Yes,No,PC,Strategy,Social Interaction,8,499,5,82,73,61,88,99,74
10965,Todd Burns,34,Male,Engineer,"$107,929 ",No,Yes,Tablet,Racing,Habit,6,915,4,39,45,38,15,61,30
10966,Andrew Ellis,30,Male,Nurse,"$64,485 ",No,Yes,Nintendo,Racing,Competition,2,741,6,3,95,92,69,33,79
10967,Christine Parrish,31,Other,Nurse,"$19,714 ",No,Yes,Xbox,Racing,Habit,9,635,10,43,89,38,89,17,24
10968,Jacqueline Oneill,26,Female,Student,"$55,254 ",Yes,Yes,PC,Survival,Challenge,4,531,10,47,54,29,30,29,60
10969,Jason Galvan,29,Male,Developer,"$124,104 ",No,No,Xbox,MOBA,Relaxation,11,357,5,26,12,50,9,25,52
10970,Nicholas Figueroa,18,Female,Student,"$68,886 ",No,Yes,Xbox,Fighting,Relaxation,2,805,11,16,51,16,56,82,79
10971,Cameron White,33,Female,Engineer,"$10,449 ",No,Yes,PlayStation,MOBA,Entertainment,7,897,5,54,8,95,68,87,5
10972,Anthony Hughes,19,Male,Doctor,"$68,076 ",No,Yes,Tablet,Strategy,Loneliness,1,240,9,72,4,46,57,77,7
10973,Luis Hutchinson,31,Male,Artist,"$192,966 ",No,No,Nintendo,Strategy,Relaxation,6,210,11,88,64,21,4,67,34
10974,Benjamin Jones,25,Other,Lawyer,"$164,956 ",No,No,Tablet,Racing,Competition,5,925,5,2,56,21,70,97,21
10975,Jennifer Santos,23,Female,Manager,"$152,923 ",Yes,Yes,Nintendo,MMORPG,Escapism,3,816,10,80,44,70,80,18,86
10976,Christina Chan,26,Female,Other,"$133,471 ",No,No,PlayStation,Racing,Entertainment,8,839,8,73,29,53,10,52,23
10977,Amanda Blankenship,25,Female,Lawyer,"$184,705 ",No,Yes,PlayStation,Fighting,Habit,6,268,5,96,81,19,42,21,85
10978,Jennifer Bell,30,Female,Artist,"$180,333 ",No,Yes,Cell Phone,MMORPG,Stress Relief,11,297,6,65,18,96,66,2,33
10979,Timothy Rogers,25,Male,Doctor,"$134,285 ",Yes,No,Tablet,Survival,Habit,3,139,10,80,80,89,11,1,81
10980,Christine Taylor,23,Female,Artist,"$196,453 ",Yes,Yes,Xbox,MMORPG,Relaxation,10,635,6,48,23,5,31,80,6
10981,Mark Berry,19,Other,Student,"$1,168 ",Yes,Yes,PlayStation,MOBA,Boredom,2,644,6,61,74,42,99,34,97
10982,Barbara Cross,30,Female,Teacher,"$24,523 ",No,Yes,PC,MMORPG,Relaxation,10,596,9,1,95,45,43,72,76
10983,Jacqueline Hernandez,31,Female,Developer,"$138,011 ",No,No,Nintendo,Sports,Boredom,1,355,7,9,62,64,42,44,95
10984,Heather Brown,25,Female,Lawyer,"$71,499 ",No,No,PC,Fighting,Habit,1,236,9,37,42,15,66,33,61
10985,Cheryl Gray,31,Female,Manager,"$91,667 ",No,No,Tablet,Strategy,Entertainment,11,406,6,32,23,16,88,57,13
10986,Charles Rodriguez,34,Other,Artist,"$76,295 ",Yes,Yes,Xbox,Sports,Competition,1,528,10,57,66,72,40,58,87
10987,Jacob Dougherty,29,Male,Developer,"$69,732 ",No,Yes,Xbox,Strategy,Social Interaction,8,150,11,76,19,93,48,65,40
10988,Stanley Brown,21,Male,Other,"$154,375 ",Yes,No,Nintendo,Fighting,Entertainment,1,284,6,70,48,74,14,84,63
10989,Gabriella Costa,23,Female,Nurse,"$138,870 ",No,Yes,Nintendo,Fighting,Boredom,5,553,5,24,96,21,52,31,7
10990,Tracey Odonnell,24,Female,Engineer,"$173,564 ",Yes,Yes,Xbox,MOBA,Competition,1,155,5,73,74,82,45,42,61
10991,Tracy Juarez,22,Female,Nurse,"$135,427 ",No,Yes,Tablet,Fighting,Competition,8,717,11,46,28,67,33,31,85
10992,Tyler Castro,23,Other,Manager,"$181,119 ",No,No,Xbox,Fighting,Boredom,4,704,10,93,32,81,32,52,66
10993,Michael Grant,25,Other,Manager,"$68,996 ",Yes,Yes,Tablet,MMORPG,Escapism,2,917,9,39,47,42,72,69,61
10994,Willie Sanchez,26,Male,Developer,"$49,746 ",No,No,Xbox,Strategy,Entertainment,5,923,9,18,75,98,17,23,3
10995,Crystal Hill,29,Other,Manager,"$22,033 ",No,Yes,PC,Sports,Stress Relief,4,935,7,24,52,8,84,85,20
10996,Susan Walls,33,Female,Writer,"$128,371 ",No,No,Cell Phone,Strategy,Social Interaction,8,35,5,44,82,89,7,74,91
10997,Daniel Jackson,34,Male,Writer,"$109,443 ",Yes,No,Cell Phone,Fighting,Entertainment,9,323,4,76,16,77,48,70,14
10998,Bridget Barrett,30,Male,Designer,"$160,156 ",Yes,No,PC,Strategy,Loneliness,3,911,4,65,85,24,77,57,8
10999,Julie Cooke,30,Female,Teacher,"$17,505 ",No,Yes,PC,FPS,Boredom,3,503,8,48,83,59,49,83,41
11000,Jose Hall,24,Male,Other,"$170,806 ",Yes,Yes,Tablet,Fighting,Boredom,10,931,5,31,40,66,69,43,16
